#OTU ID	mgm4533635	mgm4546120	mgm4546121	mgm4604227	mgm4654798	mgm4663010
Candidatus.Coatesbacteria	7.53806039348675e-05	8.51742492321973e-05	4.66514012914663e-06	3.86859666655921e-06	0.0002605931099181	6.93535577256507e-05
Candidatus.Bipolaricaulota	3.58739018726177e-05	5.67828328214649e-05	3.11009341943109e-06	6.44766111093201e-06	0.0003648303538854	0.0001118605769768
Candidatus.Blackallbacteria	1.27148006637126e-05	3.45634634565439e-05	4.27637845171774e-05	3.15935394435668e-05	1.04237243967269e-05	4.25070192512053e-05
candidate.division.CPR2	7.71970040296836e-06	9.87527527329824e-06	4.66514012914663e-06	9.02672555530481e-06	4.16948975869078e-05	3.80325961721311e-05
Candidatus.Fraserbacteria	1.58935008296407e-05	1.11096846824605e-05	2.33257006457331e-06	3.223830555466e-06	8.33897951738156e-05	6.93535577256507e-05
Candidatus.Fischerbacteria	1.45312007585287e-05	1.97505505465965e-05	8.55275690343549e-06	0.0001160578999967	9.38135195705426e-05	0.0001901629808606
Candidatus.Sumerlaeota	1.77099009244568e-05	3.70322822748684e-05	2.33257006457331e-06	8.89777233308617e-05	0.0001355084171574	5.36930769488909e-05
candidate.division.WOR.3	1.68017008770488e-05	8.64086586413596e-06	7.77523354857772e-07	0.0	6.25423463803617e-05	5.14558654093538e-05
Candidatus.Wirthbacteria	2.36132012326091e-05	2.09849599557588e-05	7.77523354857772e-07	3.86859666655921e-06	5.21186219836348e-05	4.47442307907424e-05
Candidatus.Abawacabacteria	5.44920028444825e-06	1.72817317282719e-05	7.77523354857772e-07	1.99877494438892e-05	3.12711731901809e-05	1.11860576976856e-05
Candidatus.Absconditabacteria	2.27050011852011e-05	5.18451951848158e-05	9.33028025829326e-06	2.83697088881008e-05	0.0001146609683639	2.01349038558341e-05
candidate.division.CPR3	1.81640009481608e-06	4.93763763664912e-06	7.77523354857772e-07	8.38195944421161e-06	0.0	8.94884615814848e-06
Candidatus.Delongbacteria	1.58935008296407e-05	4.93763763664912e-06	7.77523354857772e-07	3.48173699990329e-05	1.04237243967269e-05	3.13209615535197e-05
Candidatus.Calescamantes	4.54100023704021e-07	2.46881881832456e-06	7.77523354857772e-07	6.44766111093201e-07	0.0	1.11860576976856e-05
Planctomycetota	0.0101073583276041	0.0239339640342475	0.0039435984558386	0.0090067378058609	0.0305832073799969	0.0404756311733056
Candidatus.Omnitrophica	0.0009427116492095	0.0016072010507292	0.0001391766805195	0.0019845900899448	0.0039505915463595	0.0021633835587324
Verrucomicrobiota	0.0168230435781629	0.0133748259482733	0.0007207641499531	0.0026196847093716	0.0026893208943555	0.0018949181739879
Lentisphaerota	0.0013731984716809	0.00281445345289	0.0001158509798738	0.0027028595377027	0.0021577109501224	0.0012170430775081
Chlamydiota	9.94479051911806e-05	0.0002123184183759	6.84220552274839e-05	0.000782101292756	0.000760931880961	0.0008031589426938
Kiritimatiellota	0.0002061614107616	0.0002703356606065	1.24403736777243e-05	0.0059312034559463	0.0002605931099181	0.0002371444231909
Thermodesulfobacteriota	0.0359329348756992	0.027155772592161	0.0016429068488144	0.0103304426319353	0.0434252358367645	0.0400639842500308
Nitrospirota	0.0018813363982057	0.0046598955195876	0.0003483304629762	0.0028840388149198	0.006754573409079	0.0194167589516427
Campylobacterota	0.0029216795525116	0.0008591489487769	0.0006974384493074	0.0138521551307263	0.0025225413040079	0.0016868575008109
Bacteroidota	0.0397505537749789	0.0371939899074687	0.0321505907233689	0.0962539088945485	0.0348048157606713	0.0260791749163842
Ignavibacteriota	0.0009331755487117	0.0025379457452376	0.0001617248578104	0.0025835778071504	0.0056809297962161	0.0014295781737642
Chlorobiota	0.0009999282521962	0.0005702971470329	5.52041581949018e-05	0.0013527193010735	0.0005941522906134	0.0007718379811403
Balneolota	1.95263010192729e-05	3.82666916840307e-05	6.22018683886217e-06	5.15812888874561e-05	2.08474487934539e-05	4.47442307907424e-05
Gemmatimonadota	0.0015148776790766	0.0028416104598915	0.0006165760204022	0.0001972984299945	0.0008860165737217	0.0008926474042753
candidate.division.Zixibacteria	0.0001493989077986	0.0001789893643285	1.39954203874399e-05	0.0006763596505367	0.0005941522906134	0.0005033725963958
Candidatus.Marinimicrobia	0.0001988958103823	9.2580705687171e-05	1.08853269680088e-05	0.0005551436216512	0.0053682180643143	0.0006555029810843
Candidatus.Hydrogenedentes	1.22607006400086e-05	1.48129129099474e-05	7.77523354857772e-07	1.67639188884232e-05	8.33897951738156e-05	2.68465384744454e-05
Fibrobacterota	0.0006557204342286	3.57978728657061e-05	7.77523354857772e-06	9.34910861085141e-05	2.08474487934539e-05	3.80325961721311e-05
Candidatus.Cloacimonetes	2.1796801137793e-05	8.64086586413596e-06	7.77523354857772e-07	0.0002276024372159	3.12711731901809e-05	3.57953846325939e-05
