#OTU ID	mgm4530252	mgm4530253	mgm4530254	mgm4530373	mgm4530430	mgm4530431	mgm4530432	mgm4530290	mgm4530291	mgm4530370	mgm4530372	mgm4530427	mgm4530428	mgm4530429	mgm4461451	mgm4461452	mgm4461453	mgm4461454	mgm4461455	mgm4461456	mgm4775061	mgm4775062	mgm4476434	mgm4476436	mgm4476439
Candidatus Kaiserbacteria	0.00010155205389029	5.49685457765834e-05	0.00015322986669001002	0.00192508719817013	0.00053149083178315	0.00030431107354183997	0.00044895777659005	0.00026064901604996003	0.00028145816176547	0.00031906650257532	0.00022133687472332002	0.00011621420602454	0.00018045850897961002	7.199596822577941e-05	0.0	0.0	0.00019833399444664	0.00048995590396864	0.0	0.0	0.00020404149035225	0.00020758669727178	0.001318391562294	0.00068917987594762	0.00103252452245741
Candidatus Nomurabacteria	5.92386981026691e-05	9.77218591583705e-05	0.0001926318324103	0.0002690982104969	0.00028235450438478997	0.00021978021978022	0.00051309460181721	7.0174735090375e-05	8.33950108934733e-05	9.11618578786636e-05	0.00044267374944665	6.972852361472671e-05	3.60917017959231e-05	7.199596822577941e-05	0.0	0.00041442188147534	0.0	0.0014698677119059302	0.0	0.0	0.00011750746236248	9.90212406526335e-05	0.0	0.0	0.0005162622612287
Candidatus Yanofskybacteria	0.00016925342315048	7.9399010566176e-05	0.00013133988573429	0.00017594882994028	0.00024913632739835	0.00018596787827557	0.00021378941742383	0.00015037443233651	7.29706345317891e-05	0.00018232371575732	0.00088534749889331	0.00029440932192884	0.00021655021077553	0.00026398521682785	0.0	0.0	0.0	0.0	0.0	0.0	0.00013123795388853002	0.00010299799730535	0.0	0.0	0.0005162622612287
Candidatus Azambacteria	8.462671157524159e-06	2.13766566908935e-05	8.75599238228663e-06	2.06998623459154e-05	4.98272654796705e-05	1.69061707523246e-05	4.27578834847675e-05	6.0149772934607204e-05	3.12731290850525e-05	0.0	0.0	7.74761373496963e-06	4.33100421551077e-05	4.7997312150519606e-05	0.0	0.0	0.0	0.0	0.00021963540522732	0.0	6.354343752754079e-05	4.81187554978661e-05	0.0	0.0	0.0
Candidatus Falkowbacteria	0.00012694006736286	2.74842728882917e-05	0.00017074185145458002	0.00179053809292168	0.00122907254849854	0.0007607776838546	0.00076964190272581	0.00011027458371343999	0.00025018503268042	0.00027348557363599	0.00011066843736166001	6.1980909879757e-05	0.00014436680718369	0.00021598790467733002	0.0	0.0	0.00138833796112654	0.00048995590396864	0.00021963540522732	0.00239425379090184	0.00016157276074842	0.00012248410490365	0.000659195781147	0.00068917987594762	0.0
Candidatus Magasanikbacteria	0.00016925342315048	0.00010382947535576	0.00015760786288115	0.00136619091483042	0.00038200903534414	0.00049027895181741	0.00061998931052912	0.00021052420527112	0.00023976065631873	0.00045580928939331	0.00022133687472332002	0.00015495227469939	0.00019489518969798	0.00026398521682785	0.00043975373790677	0.00041442188147534	0.0	0.00097991180793728	0.0	0.0	0.00012165854119593998	0.00011015615928023	0.000659195781147	0.0	0.00103252452245741
Candidatus Nealsonbacteria	0.00012694006736286	5.802235387528249e-05	0.00010069391239629	2.06998623459154e-05	0.00014948179643901	0.00028740490278951003	0.00027792624265098	1.00249621557679e-05	8.33950108934733e-05	0.00022790464469665	0.00011066843736166001	9.29713648196355e-05	6.496506323266159e-05	2.3998656075259803e-05	0.0	0.00041442188147534	0.0	0.0	0.0	0.00079808459696727	5.49219661042061e-05	5.28908634811255e-05	0.0	0.0	0.0
Candidatus Uhrbacteria	0.00012694006736286	0.00012215232394796	0.00027143576385088	0.00081764456266365	0.00066436353972894	0.00071005917159763	0.00076964190272581	0.00026064901604996003	0.00025018503268042	0.00018232371575732	0.00022133687472332002	0.00034089500433866	0.00038257203903677996	0.00021598790467733002	0.0	0.0	0.00019833399444664	0.0	0.0	0.0	0.00020404149035225	0.00018332848169021	0.0	0.0	0.0
Candidatus Giovannonibacteria	4.231335578762079e-05	3.35918890856899e-05	3.50239695291465e-05	0.00024839834815098	0.0	0.00015215553677091999	8.5515766969535e-05	0.00011027458371343999	0.00011466813997852	0.00013674278681799	0.0	7.74761373496963e-06	2.8873361436738502e-05	4.7997312150519606e-05	0.0	0.0	0.00019833399444664	0.0	0.00021963540522732	0.0	4.3107357116673404e-05	3.3404755882816104e-05	0.0	0.0	0.0
Candidatus Moranbacteria	0.00016925342315048	0.00013742136444145	0.00026267977146859	0.0005795961456856299	0.0010629816635663	0.00087912087912087	0.00066274719401389	0.00011027458371343999	8.33950108934733e-05	0.00013674278681799	0.00033200531208499	7.74761373496963e-05	7.21834035918462e-05	4.7997312150519606e-05	0.00043975373790677	0.00041442188147534	0.0	0.0	0.0	0.0	0.00011591089358038	0.00010140729464426	0.0	0.0	0.0
Candidatus Zambryskibacteria	5.92386981026691e-05	8.55066267635742e-05	0.00012258389335201002	0.00012419917407549	0.00041522721233058	0.00037193575655114	0.00029930518439337	0.00011027458371343999	5.2121881808420796e-05	9.11618578786636e-05	0.0	1.54952274699393e-05	2.8873361436738502e-05	4.7997312150519606e-05	0.0	0.00082884376295068	0.00079333597778659	0.0	0.00043927081045464	0.0	2.71416692956833e-05	2.06791345941243e-05	0.0	0.0	0.0
Candidatus Staskawiczbacteria	9.30893827327658e-05	9.16142429609723e-06	4.37799619114331e-05	0.0	0.00014948179643901	0.00037193575655114	0.00021378941742383	6.0149772934607204e-05	0.0	4.55809289393318e-05	0.0	3.09904549398785e-05	3.60917017959231e-05	4.7997312150519606e-05	0.0	0.00041442188147534	0.0	0.0	0.0	0.0	5.6518534886305105e-05	2.9030323564828303e-05	0.0	0.0	0.0
Candidatus Wolfebacteria	1.69253423150483e-05	1.52690404934954e-05	2.62679771468599e-05	5.17496558647885e-05	0.00038200903534414	0.0006086221470836799	0.00044895777659005	3.0074886467303602e-05	0.00010424376361684	9.11618578786636e-05	0.00033200531208499	1.54952274699393e-05	3.60917017959231e-05	4.7997312150519606e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.280353646371509e-05	5.0504809489495796e-05	0.0	0.0	0.0
