#OTU ID	mgm4754624	mgm4754625	mgm4754626	mgm4754627	mgm4754629	mgm4754630	mgm4754631	mgm4754632	mgm4754633	mgm4754634	mgm4754635	mgm4755556	mgm4766430	mgm4766431	mgm4766432	mgm4766433	mgm4766434	mgm4766435	mgm4766436	mgm4766437	mgm4766438	mgm4766439
habitat	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh
Nitrospirota	0.00089498272683337	0.0009544860845976	0.00077462108848195	0.00136680746858389	0.0008808444679721	0.00137574935457052	0.00126283981938943	0.00150262275972607	0.00050277094905201	0.0006732232759630001	0.00055878446545217	0.00076186422430481	0.0016124972929945599	0.00229930157733658	0.00184451114726302	0.00450553329319187	0.0015589080161128698	0.00171310904573163	0.0017620938373704897	0.00135203275908882	0.0008301375749565401	0.00210839268068286
Campylobacterota	0.0007568996775505	0.0005664121370441	0.00248547485944568	0.0044610958675177295	0.00051508841124658	0.00085327965693782	0.00226109404904972	0.00067260256863928	0.00042107559123816	0.0005917403177677099	0.00026835241805908997	0.00111506947452351	0.00381614604367497	0.00763556462371498	0.00240015580963728	0.0020416779131975397	0.00204528731714009	0.00148096879863123	0.00103376171792402	0.00178978107043315	0.00092780081906907	0.00124799809179814
Bacteroidota	0.0590714170645078	0.0535228071938109	0.0785137783835338	0.0690344353627113	0.0303490957601298	0.0527720649367698	0.0898208730829909	0.0476910347411586	0.0305770960075971	0.0438674976346209	0.0121437961336871	0.0497489844724577	0.0612983090727116	0.0642941222632033	0.084761588341773	0.0384043075943497	0.0565239261202313	0.0825344556311206	0.0668244719592134	0.067274712000399	0.17998359257498897	0.0733550277711521
Ignavibacteriota	0.00066740140486717	0.0005626444288154299	0.00046732022501429004	0.00348054153883933	0.0008219772209724901	0.00093992036056535	0.00071339198726032	0.00109671946878708	0.00030059954549821	0.0006372283769544	0.00015455740533783	0.0023840105432017	0.00355861471557421	0.004614298045986029	0.00205645808033362	0.00241540878544387	0.0015963218084995802	0.00156909611466009	0.00120997110166107	0.00145731399852606	0.00242204845399085	0.00143115139537261
Chlorobiota	0.00036310727774382	0.00027755450617904	0.00026669893591105	0.0005269413696723901	0.00028394789729223	0.00049358946309018	0.00045721379010202004	0.00041370912345704	0.00016732784130548	0.00026580848498656	0.0001953197979544	0.00032722692912763997	0.0008194178621387901	0.00080043945695676	0.00066448227665375	0.00065748949747039	0.00061940611840218	0.0006878229543715401	0.0005227545050865701	0.00048761837213039	0.00038088665203887996	0.0009711384468599801
Balneolota	4.09134960838113e-05	4.52124987440973e-05	6.2097065674812e-05	5.2012012216854294e-05	3.67920293747563e-05	5.338467597252e-05	4.27787916104113e-05	5.59417997127454e-05	2.5197604337767603e-05	2.88750288750289e-05	3.56670935395005e-05	2.69774872868591e-05	4.38973854717213e-05	0.0001020167935337	5.1554659395550296e-05	0.0001176560153368	4.1570880429676596e-05	5.80350617750991e-05	7.04837534948194e-05	4.9870060786063e-05	6.185338793793829e-05	9.37063413636828e-05
Gemmatimonadota	0.0012504187240614801	0.0016841655782176199	0.00107634913836341	0.00215295624340257	0.00162923763019509	0.0018518356452106898	0.00194878414266851	0.0019059241064923699	0.00129905461738225	0.0012376707582187	0.0016406863028170199	0.00125445315883895	0.00143105476637811	0.00200894608804834	0.00105973466535298	0.00312134487746472	0.00111409959551533	0.00242027702069487	0.00325399995301083	0.00144623176279583	0.0009831433240661699	0.00293471223634443
candidate division Zixibacteria	5.8813150620478696e-05	3.8932985029639296e-05	4.21941600098082e-05	0.00015518338071258	7.87782276024193e-05	9.45171312300354e-05	9.71795670687379e-05	0.00010147582273474001	3.1497005422209496e-05	5.2607929320258096e-05	3.90639595908815e-05	7.393829848991021e-05	0.00012291267932082	0.00015694891312877	0.00016039227367504	0.00023531203067361	0.00011224137716012	0.00012466791047983998	9.98519841176609e-05	9.9740121572126e-05	3.5809856174595795e-05	0.00014055951204552
Candidatus Marinimicrobia	6.137024412571689e-05	4.52124987440973e-05	5.33397871822103e-05	0.0001176665194414	4.84789092937965e-05	7.08878484225266e-05	7.269921811249091e-05	6.374763223080289e-05	3.11032928544319e-05	4.9443542594227504e-05	2.0381196308286e-05	5.39549745737182e-05	8.77947709434426e-05	0.00018049125009809	0.00015466397818665	0.00017302355196589	9.14559369452886e-05	0.00011392067681778001	8.2231045743956e-05	6.095229651629921e-05	7.81305952900273e-05	0.00013630013289263
Candidatus Hydrogenedentes	0.0	0.0	3.18446490640062e-06	1.7053118759624402e-05	7.79125327936015e-06	9.62674484750361e-06	1.23638126041651e-05	2.60194417268583e-06	5.51197594888666e-06	4.35103174829202e-06	0.0	6.4945802727623805e-06	1.4632461823907099e-05	4.7084673938633e-05	2.29131819535779e-05	2.07628262359072e-05	3.3256704343741305e-05	1.9345020591699697e-05	1.76209383737049e-05	0.0	0.0	7.24094455992095e-05
Fibrobacterota	1.78996545366674e-05	6.27951371445795e-06	3.18446490640062e-05	2.8990301891361402e-05	1.42839643454936e-05	2.3629282807508897e-05	3.6596885308328796e-05	9.10680460440041e-06	1.2008233317217401e-05	1.5426385289399e-05	8.49216512845249e-06	1.29891605455248e-05	2.63384312830328e-05	6.27795652515106e-05	2.86414774419724e-05	6.920942078635741e-06	2.9099616300773602e-05	4.7287828113043704e-05	4.69891689965463e-05	4.4328942920944896e-05	2.27880902929246e-05	5.1112549834736105e-05
Candidatus Cloacimonetes	7.67128051571462e-06	5.02361097156636e-06	8.75727849260169e-06	8.52655937981218e-06	5.19416885290677e-06	1.3127379337504901e-05	9.39649757916549e-06	3.90291625902875e-06	1.77170655499928e-06	4.35103174829202e-06	5.09529907707149e-06	4.99583097904798e-06	3.21914160125956e-05	1.5694891312877697e-05	1.71848864651834e-05	6.920942078635741e-06	0.0	1.9345020591699697e-05	1.76209383737049e-05	5.5411178651181095e-06	9.76632441125341e-06	8.518758305789349e-06
Elusimicrobiota	0.00084639795023384	0.0007648447704209701	0.00062574735410772	0.00117837050629004	0.00086656050362661	0.00116133549205794	0.00141194739939566	0.00120600112403988	0.00055651271455366	0.00070249385317878	0.00061143588924857	0.00087726791992082	0.00116474396118301	0.00171074315310366	0.00147217194051738	0.00231851559634297	0.00139262449439417	0.0017152584924640401	0.00145666423889294	0.00136865611268417	0.00102871950465203	0.0021893208845878602
Acidobacteriota	0.00390979596950922	0.00468451723098563	0.00268211556741592	0.00407313741573628	0.00514136146956888	0.00531483831444449	0.004631236925268171	0.00507379113673737	0.00347687568604415	0.00341397772904622	0.00290771733998213	0.0030024944184078397	0.00457410756615336	0.00594836380758063	0.004485255367412871	0.010810511526828999	0.00503007653199087	0.007789594958257741	0.00862838615699081	0.00576830369758795	0.00372422504215797	0.00786281391624357
Myxococcota	0.007280045209413171	0.0098412538932985	0.00655362877737247	0.007466708048901521	0.007167087322202521	0.00872795694219577	0.00817866203765523	0.00749620116150788	0.00778448489009907	0.006028947809769729	0.00524306275030657	0.00938217057865211	0.00985349979221904	0.0107039158753826	0.0101104415370162	0.0158904830125477	0.00981488486944665	0.0141025200113491	0.017033573761248002	0.017122054203214998	0.00842182708397086	0.0127610999420724
Nitrospinota	0.00012785467526191	7.6610067316387e-05	9.23494822856178e-05	0.00016541525196835	9.47935815655485e-05	0.00015227760031505	0.00014391477871248	0.00016782539913823	4.0158681913317104e-05	8.62295382843328e-05	0.00010020754851573	9.691912099353091e-05	0.00021656043499382	0.00029035548928823	0.00027495818344292996	0.0006090429029199401	0.00022448275432025	0.00020204799284663998	0.00017033573761248	0.0001551513002233	0.00014323942469838	0.00041315977783078
Candidatus Tectomicrobia	0.00011506920773571001	8.288958103084499e-05	7.403880907381429e-05	0.00011169792787553999	0.00010864469850663	0.00013652474511005	0.0001021250921104	0.000182136092088	6.87028430771944e-05	9.25583117363939e-05	0.00011549344574695	9.691912099353091e-05	9.65742480377869e-05	0.00020403358706741001	0.00012602250074467	0.00034604710393178	0.00018706896193354	0.00024503692749486	0.00016446209148791	0.00016069241808842	0.0001464948661688	0.00024278461171498998
Spirochaetota	0.00080292736064479	0.00067944338390435	0.0009410093798413801	0.00453698224599806	0.00069731716850273	0.00456832800945171	0.00180635302146852	0.0050868008576008	0.00046320283599035996	0.00070328494986029	0.00048405341232179	0.00102914118168388	0.00191392600656705	0.00409636663266107	0.0025949178562427	0.00234619936465752	0.0019247317638940301	0.00173675295978815	0.00115710828653995	0.00166787647740055	0.00123706775875877	0.00215098647221181
Bdellovibrionota	0.00032475087516525	0.00032402290766603	0.0005365823367285	0.00038284251615356	0.0002094981437339	0.00030718067649761	0.00033481204532079	0.00025629150100955	0.00019902170301158	0.00024998655135641	9.85091154900489e-05	0.00028726028129525	0.00065553428971103	0.0006277956525151	0.00069312375409573	0.00057443819252676	0.00054457853362876	0.00058679895794822	0.00071658482719733	0.00059844072943275	0.00061527843790896	0.00051112549834736
Synergistota	0.00017132526485096001	0.00020973575806288998	0.00014568926946782	0.00029416629860352	0.00018655723130023	0.00029230297991511003	0.00027027294352705	0.00024588372431881	0.00010807409985495	0.00016454810975358001	0.00016304957046628	0.00020932531802211	0.00026338431283032	0.00036882994585262	0.00021767522855898998	0.00045678217718995	0.00023695401844915	0.00039979709222846	0.00023494584498273	0.00025489142179543	0.00014975030763921	0.00037908474460762
Caldisericota	2.55709350523821e-06	1.25590274289159e-06	8.75727849260169e-06	9.37921531779339e-06	2.59708442645338e-06	7.001268980002631e-06	5.68735379791596e-06	3.90291625902875e-06	1.96856283888809e-06	2.3732900445229197e-06	3.3968660513810003e-06	4.99583097904798e-06	2.0485446553469896e-05	3.92372282821941e-05	2.86414774419724e-05	0.0	8.31417608593532e-06	1.07472336620554e-05	1.76209383737049e-05	0.0	3.2554414704178e-06	2.1296895764473397e-05
Fusobacteriota	0.00014319723629334	7.28423590877122e-05	0.00036143676687647	0.00023362772700685	5.540446776433879e-05	0.00011464577954753999	0.00016542781264372	0.00011708748777086001	5.23637715144233e-05	8.346069989905609e-05	2.0381196308286e-05	0.00013988326741334	0.00035117908377377	0.00094954092442909	0.0004983617074903099	0.00013841884157271	0.00039076627603896	0.00020204799284663998	0.00021732490660902	0.00050978284359086	0.00017904928087296998	0.00021296895764473
Thermotogota	0.00011506920773571001	5.9027428915904796e-05	0.00012578636380282	0.00017308915541018	6.96884321098324e-05	0.00012777315888504	0.00014589298872914	0.00011188359942548998	4.7442364417203e-05	7.15942496764415e-05	3.56670935395005e-05	9.29224562102925e-05	0.00019900148080513	0.00031389782625755	0.00026350159246614	0.0002145492044377	0.00016212643367573	0.00016550739839565	0.00018208302986161002	0.00023826806820007002	0.00013998398322796	0.00022148771595052
Atribacterota	1.53425610314292e-05	1.75826384004823e-05	2.86601841576055e-05	7.33284106663847e-05	1.77467435807648e-05	2.18789655625082e-05	4.20369628541614e-05	4.03301346766304e-05	9.25224534277404e-06	2.33373521044754e-05	1.0190598154143e-05	2.59783210910495e-05	4.38973854717213e-05	0.00012555913050302	6.873954586073371e-05	0.0001176560153368	9.56130249882562e-05	6.66328487047434e-05	1.76209383737049e-05	4.4328942920944896e-05	1.9532648822506798e-05	2.5556274917368e-05
Chrysiogenota	4.09134960838113e-05	2.6373957600723397e-05	3.58252301970069e-05	5.7980603782722804e-05	4.89117566982054e-05	8.839102087253309e-05	6.72591405666583e-05	8.19612414396037e-05	1.49610775755495e-05	2.80839321935212e-05	2.5476495385357503e-05	4.49624788114319e-05	0.00012291267932082	0.00013340657615946002	0.00014893568269825	0.00012457695741544	0.00015796934563276998	8.81273160288542e-05	4.1115522871978e-05	7.75756501116535e-05	4.55761805858492e-05	8.518758305789351e-05
Aquificota	6.392733763095511e-05	3.7677082286747706e-05	5.2543670955610205e-05	7.24757547284035e-05	4.71803670805698e-05	6.038594495252261e-05	5.93463004999926e-05	7.28544368352033e-05	2.30321852149907e-05	2.68972871712598e-05	3.22702274881195e-05	3.79683154407647e-05	8.19417862138798e-05	0.00014910146747233	9.16527278143116e-05	0.00017302355196589	5.40421445585796e-05	9.67251029584985e-05	7.635739961938771e-05	7.75756501116535e-05	6.83642708787739e-05	0.00011500323712815
Calditrichota	5.8813150620478696e-05	4.39565960012057e-05	4.21941600098082e-05	0.00015177275696065	5.71358573819744e-05	7.52636415350282e-05	9.22340420270718e-05	0.00010798068316646	2.34258977827683e-05	5.1816832638750394e-05	2.5476495385357503e-05	5.5953306965337404e-05	0.00015803058769819	0.00018833869575453	0.00016039227367504	0.00017302355196589	0.00018291187389057	0.00015905905819841998	6.46101073702512e-05	8.31167679767716e-05	0.00013998398322796	0.00019593144103315
Deferribacterota	6.392733763095511e-05	4.7724304229880396e-05	4.37863924630085e-05	0.00010913996006159	3.67920293747563e-05	6.47617380650243e-05	8.20957156916564e-05	7.41554089215462e-05	2.8937873731655e-05	4.1137027438397294e-05	1.86827632825955e-05	5.34553914758134e-05	0.00015510409533341001	0.00025896570666248	0.00012602250074467	0.00015226072572998	0.00017044060976167	0.00012466791047983998	8.810469186852429e-05	0.00010528123943724	6.83642708787739e-05	0.00016611578696289
Dictyoglomota	7.67128051571462e-06	3.7677082286747703e-06	1.0349510945802e-05	5.11593562788731e-06	5.19416885290677e-06	1.05019034700039e-05	1.16219838479152e-05	1.17087487770862e-05	2.75598797444333e-06	5.9332251113073e-06	3.3968660513810003e-06	4.49624788114319e-06	8.77947709434426e-06	0.00010986423919014	5.7282954883944704e-06	2.07628262359072e-05	1.66283521718706e-05	1.28966803944665e-05	5.87364612456829e-06	2.21644714604724e-05	6.51088294083561e-06	2.1296895764473397e-05
Coprothermobacterota	7.67128051571462e-06	5.02361097156636e-06	3.98058113300077e-06	1.70531187596244e-06	3.02993183086228e-06	9.62674484750361e-06	4.45097253749944e-06	3.90291625902875e-06	1.57485027111047e-06	3.1643867260305597e-06	8.49216512845249e-06	4.99583097904798e-06	5.85298472956284e-06	3.13897826257553e-05	1.14565909767889e-05	6.920942078635741e-06	4.15708804296766e-06	4.298893464822149e-06	1.17472922491366e-05	2.21644714604724e-05	3.2554414704178e-06	0.0
Nitrososphaerota	0.00194594815748627	0.0065972571084095205	0.0035865036008336897	0.00128409984259971	0.00741164610569355	0.00370542160766639	0.00220347868231431	0.009543931225411629	0.00054981960090144	0.00319088846486107	0.0018597841631311	0.00013838451811961998	0.00153640849151025	0.0136310131052342	0.0146529798593131	0.00543293953172906	0.00493446350700261	0.00268895786224626	0.00960341141366915	0.0111542702624828	0.00017579383940256	0.00351398780113811
Candidatus Bathyarchaeota	5.11418701047641e-06	6.27951371445795e-06	7.165046039401379e-06	4.34854528370421e-05	6.05986366172456e-06	1.92534896950072e-05	3.33822940312458e-05	2.0815553381486603e-05	4.13398196166499e-06	9.49316017809169e-06	8.49216512845249e-06	1.44879098392392e-05	5.85298472956284e-06	3.13897826257553e-05	3.43697729303668e-05	3.46047103931787e-05	2.0785440214838298e-05	1.07472336620554e-05	1.76209383737049e-05	1.66233535953543e-05	9.76632441125341e-06	6.38906872934201e-05
Thermoproteota	0.0034265052970192	0.00406912488696875	0.00199825172876639	0.00618175555036383	0.00171883704290773	0.007086159366385159	0.00479567563290357	0.00809725026539831	0.00324576640875869	0.00207662878895756	0.00110567989972451	0.00459866241621367	0.00013461864877993999	0.00031389782625755	0.00034369772930366	0.00016610260988725	0.00026189654670696	9.67251029584985e-05	0.00012334656861593	0.0003380081897722	5.8597946467520495e-05	0.00010222509966947
Candidatus Korarchaeota	0.0	0.0	7.961162266001541e-07	0.0	0.0	8.751586225003281e-07	4.94552504166605e-07	0.0	1.9685628388880898e-07	0.0	0.0	9.99166195809597e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5411178651181095e-06	6.51088294083561e-06	0.0
Euryarchaeota	0.00313755373092728	0.00305058776248367	0.00242417390999747	0.00300731749325975	0.00344979381313891	0.00406686211875903	0.00331374905416834	0.00343977019629067	0.00213805609931636	0.00290411591781455	0.0106372860398996	0.00368142784846046	0.0046004459974363894	0.0066075492427214895	0.00415301422908599	0.00874807078739558	0.00479312251354171	0.006332270073683029	0.00577379414045063	0.0055909879259041706	0.0046064496806411896	0.00626554673390807
Candidatus Woesearchaeota	5.11418701047641e-05	1.50708329146991e-05	3.82135788768074e-05	9.890808880582131e-05	1.08211851102224e-05	1.22522207150046e-05	4.846614540832729e-05	2.0815553381486603e-05	9.84281419444046e-06	3.12483189195518e-05	3.3968660513810003e-06	4.04662309302887e-05	6.73093243899727e-05	0.00012555913050302	5.72829548839447e-05	2.7683768314542998e-05	4.9885056515611893e-05	0.00012251846374743	3.52418767474097e-05	2.7705589325590504e-05	1.30217658816712e-05	7.666882475210409e-05
Nanoarchaeota	2.55709350523821e-06	5.02361097156636e-06	1.59223245320031e-06	2.55796781394365e-06	0.0	0.0	3.70914378124954e-06	1.3009720863429199e-06	1.1811377033328599e-06	1.5821933630152799e-06	0.0	3.996664783238391e-06	5.85298472956284e-06	1.5694891312877697e-05	0.0	0.0	1.2471264128903e-05	4.298893464822149e-06	0.0	2.21644714604724e-05	3.2554414704178e-06	8.518758305789349e-06
Candidatus Micrarchaeota	5.11418701047641e-06	7.535416457349541e-06	8.75727849260169e-06	2.13163984495304e-05	1.12540325146313e-05	1.3127379337504901e-05	1.78038901499978e-05	7.80583251805749e-06	8.4648202072188e-06	1.5821933630152803e-05	1.0190598154143e-05	1.248957744762e-05	4.09708931069399e-05	3.13897826257553e-05	3.43697729303668e-05	2.07628262359072e-05	1.66283521718706e-05	4.94372748454548e-05	5.87364612456829e-06	2.7705589325590504e-05	6.51088294083561e-06	2.5556274917368e-05
Candidatus Diapherotrites	0.0	1.25590274289159e-06	3.18446490640062e-06	5.11593562788731e-06	1.29854221322669e-06	2.62547586750098e-06	3.46186752916623e-06	1.3009720863429199e-06	1.77170655499928e-06	2.3732900445229197e-06	8.49216512845249e-06	2.99749858742879e-06	1.17059694591257e-05	3.92372282821941e-05	1.71848864651834e-05	0.0	2.0785440214838298e-05	1.07472336620554e-05	0.0	1.10822357302362e-05	1.30217658816712e-05	1.7037516611578697e-05
Candidatus Altiarchaeota	2.55709350523821e-06	2.51180548578318e-06	7.961162266001541e-07	0.0	8.65694808817794e-07	0.0	1.23638126041651e-06	1.3009720863429199e-06	7.87425135555237e-07	0.0	0.0	2.49791548952399e-06	5.85298472956284e-06	1.5694891312877697e-05	5.7282954883944704e-06	6.920942078635741e-06	0.0	4.298893464822149e-06	5.87364612456829e-06	5.5411178651181095e-06	0.0	0.0
Candidatus Aenigmarchaeota	0.0	0.0	0.0	0.0	0.0	0.0	2.4727625208330197e-07	0.0	1.9685628388880898e-07	0.0	0.0	2.49791548952399e-06	0.0	7.84744565643883e-06	0.0	0.0	0.0	2.14944673241108e-06	0.0	0.0	0.0	0.0
Candidatus Huberarchaea	0.0	0.0	7.961162266001541e-07	2.55796781394365e-06	0.0	0.0	7.41828756249907e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.14944673241108e-06	0.0	0.0	0.0	0.0
Candidatus Nanohaloarchaeota	2.55709350523821e-06	0.0	0.0	0.0	4.32847404408897e-07	0.0	2.4727625208330197e-07	0.0	0.0	3.9554834075381997e-07	3.3968660513810003e-06	4.995830979047979e-07	0.0	0.0	0.0	0.0	0.0	2.14944673241108e-06	0.0	0.0	0.0	0.0
Candidatus Thermoplasmatota	0.0	6.27951371445795e-06	1.2737859625602499e-05	1.87584306355868e-05	5.62701625731566e-06	1.57528552050059e-05	1.36001938645816e-05	2.60194417268583e-06	4.13398196166499e-06	1.1075353541107e-05	0.0	1.0491245056000801e-05	3.21914160125956e-05	5.49321195950718e-05	2.29131819535779e-05	2.7683768314542998e-05	4.57279684726443e-05	1.7195573859288597e-05	1.17472922491366e-05	2.21644714604724e-05	9.76632441125341e-06	3.83344123760521e-05
Candidatus Heimdallarchaeota	7.67128051571462e-06	2.51180548578318e-06	8.75727849260169e-06	1.4495150945680701e-05	3.895626639680069e-06	1.3127379337504901e-05	8.40739257083228e-06	1.69126371224579e-05	4.52769452944261e-06	7.910966815076401e-06	3.3968660513810003e-06	4.49624788114319e-06	1.17059694591257e-05	3.92372282821941e-05	4.00980684187613e-05	8.30513049436289e-05	7.06704967304503e-05	3.4391147718577194e-05	1.17472922491366e-05	3.3246707190708696e-05	6.51088294083561e-06	3.4075033223157395e-05
Candidatus Lokiarchaeota	2.55709350523821e-06	6.27951371445795e-06	3.18446490640062e-06	1.4495150945680701e-05	4.76132144849787e-06	2.62547586750098e-06	6.18190630208256e-06	1.3009720863429199e-06	2.1654191227768996e-06	3.5599350667843804e-06	3.3968660513810003e-06	3.49708168533359e-06	8.77947709434426e-06	7.84744565643883e-06	4.58263639071558e-05	6.920942078635741e-06	3.3256704343741305e-05	1.28966803944665e-05	0.0	1.10822357302362e-05	0.0	1.2778137458684e-05
Candidatus Odinarchaeota	0.0	2.51180548578318e-06	7.961162266001541e-07	1.70531187596244e-06	0.0	0.0	9.8910500833321e-07	0.0	1.9685628388880898e-07	2.3732900445229197e-06	0.0	4.995830979047979e-07	5.85298472956284e-06	0.0	0.0	6.920942078635741e-06	0.0	0.0	0.0	0.0	9.76632441125341e-06	0.0
Candidatus Thorarchaeota	0.0	0.0	7.961162266001541e-07	1.70531187596244e-06	4.32847404408897e-07	1.75031724500066e-06	1.73093376458312e-06	2.60194417268583e-06	0.0	0.0	1.6984330256905002e-06	4.995830979047979e-07	0.0	7.84744565643883e-06	0.0	6.920942078635741e-06	0.0	2.14944673241108e-06	0.0	1.66233535953543e-05	0.0	0.0
