#OTU ID	mgm4653312	mgm4653313	mgm4653314	mgm4653315	mgm4653316	mgm4653317	mgm4718365	mgm4718366	mgm4718367
Candidatus.Dadabacteria	3.17951544184666e-05	2.04352712782262e-05	0.0	1.06928427457082e-05	3.13799325331451e-05	8.1394118461e-06	2.23591810790221e-05	2.42345871455177e-05	1.71092252942787e-05
Candidatus.Firestonebacteria	5.29919240307777e-05	5.44940567419366e-05	8.67248962398563e-05	5.88106351013949e-05	3.13799325331451e-05	2.44182355383e-05	4.43190910673475e-05	6.4930403295538e-05	7.86099540547939e-05
Candidatus.Raymondbacteria	4.23935392246222e-05	2.04352712782262e-05	1.2389270891408e-05	3.20785282371245e-05	0.0	1.62788236922e-05	3.07438739836554e-05	5.53280197095782e-05	5.78014368049955e-05
Candidatus.Riflebacteria	6.35903088369332e-05	6.13058138346787e-05	9.91141671312643e-05	5.34642137285408e-05	6.27598650662901e-05	2.44182355383e-05	4.55169043394379e-05	7.81908377713874e-05	4.53163264551165e-05
Candidatus.Wallbacteria	6.35903088369332e-05	1.36235141854841e-05	3.71678126742241e-05	5.34642137285408e-05	3.13799325331451e-05	4.88364710766e-05	3.87292957975919e-05	5.71570451545229e-05	5.08652643883961e-05
candidate.division.CPR1	0.0	6.81175709274207e-06	0.0	5.34642137285408e-06	0.0	4.06970592305e-05	5.98906636045236e-06	4.57256361236183e-06	1.2485110349879e-05
Candidatus.Coatesbacteria	2.11967696123111e-05	4.08705425564524e-05	1.2389270891408e-05	3.20785282371245e-05	0.0	3.25576473844e-05	2.31577232604158e-05	6.44731469343019e-05	4.11546230051568e-05
Candidatus.Bipolaricaulota	1.05983848061555e-05	2.04352712782262e-05	1.2389270891408e-05	3.20785282371245e-05	4.70698987997176e-05	8.1394118461e-06	1.03810483581174e-05	3.7495021621367e-05	2.12709287442384e-05
Candidatus.Blackallbacteria	1.05983848061555e-05	2.04352712782262e-05	2.47785417828161e-05	5.34642137285408e-06	3.13799325331451e-05	2.44182355383e-05	1.71686568999634e-05	2.78926380354072e-05	3.09815701274776e-05
candidate.division.CPR2	0.0	1.36235141854841e-05	3.71678126742241e-05	3.74249496099786e-05	0.0	1.62788236922e-05	1.51723014464793e-05	1.60039726432664e-05	2.26581632275582e-05
Candidatus.Fraserbacteria	1.05983848061555e-05	0.0	0.0	5.34642137285408e-06	3.13799325331451e-05	0.0	6.78760854184601e-06	1.18886653921408e-05	1.2485110349879e-05
Candidatus.Fischerbacteria	0.0	6.81175709274207e-06	4.95570835656322e-05	1.06928427457082e-05	0.0	8.1394118461e-06	1.51723014464793e-05	1.87475108106835e-05	2.26581632275582e-05
Candidatus.Sumerlaeota	0.0	6.81175709274207e-06	1.2389270891408e-05	5.34642137285408e-06	1.56899662665725e-05	8.1394118461e-06	6.78760854184601e-06	1.96620235331559e-05	1.52595793165188e-05
candidate.division.WOR.3	1.05983848061555e-05	1.36235141854841e-05	0.0	1.60392641185622e-05	1.56899662665725e-05	8.1394118461e-06	6.38833745114918e-06	2.33200744230454e-05	5.54893793327957e-06
Candidatus.Wirthbacteria	1.05983848061555e-05	1.36235141854841e-05	1.2389270891408e-05	1.06928427457082e-05	3.13799325331451e-05	2.44182355383e-05	2.0362825625538e-05	1.7375741726975e-05	3.42184505885573e-05
Candidatus.Abawacabacteria	0.0	0.0	1.2389270891408e-05	1.06928427457082e-05	1.56899662665725e-05	1.62788236922e-05	9.9817772674206e-06	1.14314090309046e-05	1.66468137998387e-05
Candidatus.Absconditabacteria	0.0001165822328677	0.0001362351418548	4.95570835656322e-05	9.08891633385194e-05	0.0001412096963991	0.0001139517658454	0.0005505948340709	0.0002642941767945	0.0002913192414971
