#OTU ID	mgm4546812	mgm4546813	mgm4728000	mgm4728002	mgm4728001	mgm4521707	mgm4521708	mgm4523023	mgm4523024	mgm4523025	mgm4523145	mgm4523146	mgm4523147	mgm4523148	mgm4523775	mgm4523776	mgm4523777	mgm4523779	mgm4530050	mgm4469340	mgm4469538	mgm4469540	mgm4470009	mgm4470010	mgm4470253	mgm4470254	mgm4470255	mgm4470315	mgm4470378	mgm4470381	mgm4470382
Thermomicrobiota	0.00012653259023307	0.00012332895999394	0.00038278788985541	0.00036421977690645	0.00031625100644461	0.0007127583749109	0.00147004777655274	0.0006327111673521	0.0	0.00114995400183993	0.00046072333563695	0.00103591160220994	0.00085857966392738	0.00070397747272087	0.00037693177534866	0.00102992194275802	0.00151975683890578	0.0005136106831022	0.0004817863801085	0.00029261909874323997	0.00052369456360735	0.00051528564977792	0.00065293076936882	0.0006394645972165	0.00034231101794237	0.00036705403776278	0.00023949957915925	0.0003056690424358	0.00024466369822674	0.0003705759778465	0.00034035868569184
Candidatus Kaiserbacteria	0.00012894879044858	0.0001272086766773	0.00021553767651262	0.00020176670959759	0.00015917826955534	0.0007127583749109	0.00036751194413817996	0.00031635558367605	0.0	0.00022999080036798	0.00046072333563695	0.00034530386740331	0.00012265423770391	0.0	0.0	0.00054206418039895	0.0	0.0	0.00016757787134208	0.0006335883411686799	0.0003621554062079	0.00038299074086658996	0.00056698556550301	0.00056614204851449	0.00030446758882311	0.0006142262063113	0.00032875658926751	0.0006097405114790901	0.00033089942325196	0.00066189791355591	0.00034480017952985
Candidatus Nomurabacteria	0.0001258013717468	0.00012605791325427	0.00015451988214347	8.187634592366271e-05	6.82192583808622e-05	0.0007127583749109	0.0007350238882763599	0.0	0.0	0.00068997240110395	0.0	0.0	0.00036796271311173	0.00070397747272087	0.0	0.0	0.0	0.0005136106831022	2.09472339177612e-05	0.00335613792482862	0.0004070786766466	0.00042074613724538997	0.0019095002058893199	0.00194879582403815	0.00022247349239805	0.00270407699379376	0.00023222977743097997	0.00294060009116819	0.00028459983551577003	0.00336377315828444	0.00027700895779178
Candidatus Yanofskybacteria	7.76999121933766e-05	7.79231232166455e-05	5.311620948681839e-05	4.32125159041553e-05	3.36885226572159e-05	0.0	0.0	0.00031635558367605	0.0	0.0	0.0	0.0	0.00024530847540782	0.0	0.0	0.0	0.0	0.0	0.0	0.00026223237649853997	0.00010369275436878	0.00010480898034756	0.00034883641569066	0.00033697714891273	6.53659230241716e-05	0.00022494687818857002	5.77545359524006e-05	0.00023164814191563998	6.64870857064615e-05	0.000268160937094	6.87262730723917e-05
Candidatus Azambacteria	3.21736133959481e-05	3.36351709074381e-05	2.28268007711947e-05	2.0793992615533397e-05	2.02131135943295e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00035198873636043	0.0	0.0	0.0	0.0	0.0	0.0001017367606646	4.30771086398526e-05	3.8661525891895706e-05	5.9403302671960595e-05	6.84684426903806e-05	3.0962805643028695e-05	9.22686296761506e-05	2.18094051848226e-05	9.26592567662558e-05	2.43566551597928e-05	0.00012629982057463	2.9687879864604602e-05
Candidatus Falkowbacteria	0.00012243140828833	0.00012523593938067	6.409063293450821e-05	7.602803550054391e-05	5.7270488517267e-05	0.0	0.00036751194413817996	0.00031635558367605	0.0	0.0	0.0	0.00034530386740331	0.00012265423770391	0.0	0.0	0.0	0.0	0.0	8.37889356710446e-05	0.00048182261238847996	0.00021169321960156002	0.00020085870873523998	0.00027350797230238	0.00028230458646593	9.91956551156289e-05	0.00049165036250795	7.3101895156535e-05	0.00043933268294345	8.55774370479207e-05	0.0006134045727049	9.93492042713145e-05
Candidatus Magasanikbacteria	0.00011661345250626	0.00011846287466226001	0.00011984070404877	9.324806063528249e-05	8.08524543773182e-05	0.00035637918745545	0.0	0.0	0.0	0.00022999080036798	0.00069108500345542	0.0	0.00012265423770391	0.0	0.00075386355069732	0.00021682567215958	0.0	0.0005136106831022	0.00012568340350656	0.00048333355437855	0.00018861619711592	0.00019693214751184	0.00028842199297322	0.00029073540217033997	0.00011008997561965	0.0005064672227479201	0.00010662375868135	0.00044306035419267004	0.00010444835906361	0.0005750441687481401	0.00010963476894881
Candidatus Nealsonbacteria	0.00033057434001093	0.0003323075976163	1.8437031392118803e-05	1.6570212865503197e-05	1.34754090628864e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00035198873636043	0.00037693177534866	0.0	0.0	0.0	0.0	0.00020615964042266	4.89232876695469e-05	4.95350800489914e-05	7.381176332005308e-05	7.843213397741359e-05	2.17886410080572e-05	0.00017712882923231002	1.4943481330341401e-05	0.00019170880710259	2.3478937856737198e-05	0.00023486700158435	2.7584014362388502e-05
Candidatus Uhrbacteria	0.00011438800493934	0.00011501058439316999	0.00017998054454211002	0.00016537722252041	0.00015665163035605	0.0	0.00036751194413817996	0.0	0.0	0.0	0.00046072333563695	0.0	0.00012265423770391	0.00105596620908131	0.00037693177534866	0.0	0.0	0.0005136106831022	0.00020947233917761	0.00043766952978981	0.00030215514774525	0.00028543079662376	0.00035085865578162004	0.00033902098302288997	0.00017717605451288	0.00045999616108620997	0.00015953176014823	0.00041962927776902	0.00017598231926264	0.00051714167220962	0.00020968526172086
Candidatus Giovannonibacteria	4.35233959872065e-05	4.395916275977e-05	3.4240201156792e-05	3.24906134617709e-05	1.72653678618232e-05	0.0	0.0	0.0	0.0	0.0	0.00023036166781847	0.0	0.00012265423770391	0.0	0.0	5.42064180398959e-05	0.0	0.0	0.0	0.00014639349059328998	4.70771258706961e-05	5.2857554930326204e-05	7.709790346786371e-05	7.10232353280814e-05	2.6949108615228698e-05	0.00015018908334147	3.95800316317151e-05	0.00014218403193441999	3.75224147056268e-05	0.0001762407238391	4.51162268808558e-05
Candidatus Moranbacteria	0.0001541281400628	0.00015640518866733	9.525799552594709e-05	8.25261581928981e-05	6.48504061151406e-05	0.00035637918745545	0.00036751194413817996	0.0	0.0	0.00068997240110395	0.0	0.00034530386740331	0.00024530847540782	0.00070397747272087	0.0	0.00010841283607979	0.0	0.0	0.0001047361695888	0.00047544307954152	0.0007166184715872599	0.0007333608192618901	0.00139231230262621	0.00139925992766871	0.0001163972138062	0.0005744900811223099	9.32957888461855e-05	0.00043453996276588	9.69877619876435e-05	0.00066045035114245	0.00013862136031268001
Candidatus Zambryskibacteria	5.0390491336539295e-05	5.03705589737978e-05	3.99469013495907e-05	4.0613266827213596e-05	2.9056350791848698e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016261925411968	0.0	0.0	4.18944678355223e-05	0.0005184209850368	6.52310502260625e-05	7.33964905603958e-05	0.0001577347270949	0.00015941906059252	4.07103555676858e-05	0.00039870823918453	5.25041235930914e-05	0.00046329628383127004	5.2224179531808e-05	0.00054464535806542	4.7687618050231e-05
Candidatus Staskawiczbacteria	6.40610978190073e-05	6.638261003139549e-05	1.18523773235049e-05	1.3970963788561498e-05	1.34754090628864e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00101367419289256	4.80002067701215e-05	5.225346858826529e-05	8.392296377485491e-05	8.09869266151144e-05	3.2109576222400104e-05	0.0006330840284349	2.5848183922752696e-05	0.00088718575731369	3.18172522357654e-05	0.0008113587327459599	4.8856432218128795e-05
Candidatus Wolfebacteria	6.92432114391057e-05	7.11829374531804e-05	3.4240201156792e-05	2.3068335557857298e-05	3.03196703914943e-05	0.0	0.0	0.0	0.0	0.00022999080036798	0.0	0.0	0.0	0.0	0.0	5.42064180398959e-05	0.0	0.0	2.09472339177612e-05	0.00014991902190345	6.64618247586297e-05	7.24903610473045e-05	0.00014383182646955	0.00014613413887648	2.9816035063657202e-05	0.0001400866786324	3.19063520296479e-05	0.00013952140961355	2.7209236394723498e-05	0.00015488917824053002	3.6934527705571e-05
Candidatus Harrisonbacteria	2.6832539235355898e-05	2.80128696120599e-05	1.75590775163036e-05	1.88445558078271e-05	1.5159835195747199e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012265423770391	0.0	0.0	0.0	0.0	0.0	0.0	9.451781560094609e-05	3.16924442136058e-05	2.9600230760982698e-05	4.72698621261984e-05	4.13876407307524e-05	2.3508796877114397e-05	7.54312884943713e-05	1.8174504320685503e-05	8.2541291946952e-05	1.93097806672231e-05	0.00010675772799289	2.10386550221607e-05
Candidatus Taylorbacteria	4.16158695012807e-05	4.1230209499440294e-05	3.46791780946996e-05	3.73642054810365e-05	3.41096291904311e-05	0.0	0.0	0.00031635558367605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010841283607979	0.0	0.0	6.28417017532835e-05	0.00035859689897622997	7.10772292557568e-05	6.946992933700009e-05	9.782586440020741e-05	9.91259543427898e-05	6.020545541700021e-05	0.00028623480009024	4.28110546220592e-05	0.00033762051028624	5.17853208802802e-05	0.00036478572819265	5.3297926056140505e-05
Candidatus Buchananbacteria	5.35697021464156e-05	5.67490762328819e-05	4.7409509294019704e-05	4.6136671115714705e-05	3.8741801055798294e-05	0.0	0.0	0.0	0.0	0.00022999080036798	0.0	0.0	0.00024530847540782	0.0	0.0	0.00010841283607979	0.0	0.0	2.09472339177612e-05	0.00017258315175448	9.353886447510849e-05	8.1853699349248e-05	0.0001198177253894	0.00010730129078343	5.1031290782028705e-05	0.00021619146077403998	4.40226882434382e-05	0.00019224133156677	5.0688174251460706e-05	0.00022147704925982003	5.6570605726254394e-05
Candidatus Portnoybacteria	7.79860411662655e-05	7.871221813529509e-05	2.23878238332871e-05	1.7220025134738598e-05	1.34754090628864e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012265423770391	0.0	0.0	5.42064180398959e-05	0.0	0.0	4.18944678355223e-05	0.00013178771802263	5.1692530367823104e-05	4.6212605167656605e-05	6.066720272881079e-05	6.897940121792071e-05	2.75224939049144e-05	0.00012796379298152	2.82714511655108e-05	0.00012301315122416	2.0406927296042603e-05	0.00015923186548092	3.3661848035457106e-05
